Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 00:00:00-05:00,55.393155154849694,56.47543931614494,55.09798811204284,56.06220245361328,2129500,0.0,0.0
2024-01-03 00:00:00-05:00,55.11766117687531,55.36363431471217,54.27151298219613,54.95039749145508,2755600,0.0,0.0
2024-01-04 00:00:00-05:00,54.91104836130351,55.95397213429342,54.76346296730372,55.737518310546875,1790300,0.0,0.0
2024-01-05 00:00:00-05:00,55.69816398761535,56.514792942323716,55.383318637215424,56.465599060058594,1587100,0.0,0.0
2024-01-08 00:00:00-05:00,56.56399079799321,56.93786730726539,55.50138492131824,56.249141693115234,1937200,0.0,0.0
2024-01-09 00:00:00-05:00,55.86542325304705,56.35736957617216,55.61945009148449,56.150753021240234,1321000,0.0,0.0
2024-01-10 00:00:00-05:00,55.75719506764408,56.58366504960995,55.37347753195505,56.37704849243164,1014700,0.0,0.0
2024-01-11 00:00:00-05:00,56.51479359133783,56.74108845495825,55.314447086623105,55.72768020629883,1805200,0.0,0.0
2024-01-12 00:00:00-05:00,56.12123770196884,56.34753256126074,55.29476772517327,55.45219039916992,1090900,0.0,0.0
2024-01-16 00:00:00-05:00,54.25183729767216,55.068469956242744,53.93699196631427,54.586360931396484,1792300,0.0,0.0
2024-01-17 00:00:00-05:00,53.93699547522276,54.586364482550124,53.57295624089219,53.750057220458984,1689500,0.0,0.0
2024-01-18 00:00:00-05:00,53.75005694022623,54.28135612290397,53.602471540272475,53.96651077270508,1209300,0.0,0.0
2024-01-19 00:00:00-05:00,54.07473678158709,54.674911872395775,53.18923568721158,54.635555267333984,1982000,0.0,0.0
2024-01-22 00:00:00-05:00,54.71427003215555,55.5210616925848,54.49781245141756,55.44234848022461,1137100,0.0,0.0
2024-01-23 00:00:00-05:00,56.02284733404954,56.43608420754972,55.5604203309039,55.81623077392578,1170500,0.0,0.0
2024-01-24 00:00:00-05:00,56.288497631069575,56.554149097079524,54.911050172400785,54.9700813293457,981100,0.0,0.0
2024-01-25 00:00:00-05:00,55.66864585743164,55.97365016544762,54.960241974873945,55.95397186279297,1828100,0.0,0.0
2024-01-26 00:00:00-05:00,56.25898114300305,56.85915625059014,56.14091507776949,56.318016052246094,1760800,0.0,0.0
2024-01-29 00:00:00-05:00,56.03268097100341,56.101553148626024,55.393149317933805,56.08187484741211,1008100,0.0,0.0
2024-01-30 00:00:00-05:00,55.64896983788582,56.17043174324454,55.29476788207514,55.62929153442383,1266700,0.0,0.0
2024-01-31 00:00:00-05:00,55.894941184555655,55.95397233977036,54.48797443540018,54.556846618652344,1998400,0.0,0.0
2024-02-01 00:00:00-05:00,57.86272230584037,58.78757995309483,53.966504949364406,58.45305633544922,5448600,0.0,0.0
2024-02-02 00:00:00-05:00,57.86272446206034,58.885969901296164,56.13107140504151,58.52193069458008,2668200,0.0,0.0
2024-02-05 00:00:00-05:00,57.37077938955403,57.764334181254654,56.38688678042381,57.528202056884766,2812800,0.0,0.0
2024-02-06 00:00:00-05:00,56.86899436280557,57.43965390079942,55.68832243332898,56.32785415649414,4284200,0.0,0.0
2024-02-07 00:00:00-05:00,57.19367633846244,57.764332079301425,56.5738229663552,57.54787826538086,1748200,0.0,0.0
2024-02-08 00:00:00-05:00,57.63643476544823,58.61048641293105,57.40029887176144,58.18741226196289,1973300,0.0,0.0
2024-02-09 00:00:00-05:00,58.19725202447613,58.30547706375659,57.27239052701348,58.21692657470703,1703300,0.0,0.0
2024-02-12 00:00:00-05:00,58.40386599566333,59.68292563944825,58.24644332801677,59.54518127441406,1537800,0.0,0.0
2024-02-13 00:00:00-05:00,58.66951470570311,59.161460988235326,57.85288207513853,58.85645294189453,2172400,0.0,0.0
2024-02-14 00:00:00-05:00,59.879705781026956,61.57200229771796,59.71244208302139,61.0013427734375,3482600,0.0,0.0
2024-02-15 00:00:00-05:00,61.001340476247535,61.47360846825401,60.568429088554694,61.23747634887695,2256900,0.0,0.0
2024-02-16 00:00:00-05:00,60.9423041402791,61.67038628999349,60.578264942048044,61.08988952636719,1654200,0.0,0.0
2024-02-20 00:00:00-05:00,61.03085953779106,61.503127556764596,60.62746370367288,60.883277893066406,1689000,0.0,0.0
2024-02-21 00:00:00-05:00,60.883275114061334,60.883275114061334,60.01744857550404,60.67665481567383,1565000,0.0,0.0
2024-02-22 00:00:00-05:00,60.63730913811248,60.85376298342097,60.253591579392165,60.62746810913086,1788800,0.0,0.0
2024-02-23 00:00:00-05:00,61.03085827349299,61.92620041131752,60.98166439293719,61.87700653076172,1503500,0.0,0.0
2024-02-26 00:00:00-05:00,61.6802255554332,62.270563365591094,61.365380224649954,61.375221252441406,2107100,0.0,0.0
2024-02-27 00:00:00-05:00,61.70974551092117,62.526374423024556,61.29650866429766,61.60151672363281,1720500,0.0,0.0
2024-02-28 00:00:00-05:00,61.20795709152033,62.30991949409314,61.1882787893402,61.80813217163086,1563000,0.0,0.0
2024-02-29 00:00:00-05:00,62.10424627124394,63.663763526177156,62.10424627124394,63.18998336791992,3167300,0.2,0.0
2024-03-01 00:00:00-05:00,62.884003621162144,63.51570546568473,62.272042929935886,63.44661331176758,1595000,0.0,0.0
2024-03-04 00:00:00-05:00,64.35468637553475,64.65079992171948,63.50583557565085,63.683502197265625,2254200,0.0,0.0
2024-03-05 00:00:00-05:00,63.68350188187292,64.00922527496692,62.84452354581163,63.01232147216797,1423300,0.0,0.0
2024-03-06 00:00:00-05:00,63.357784865885215,63.64402594577399,62.80504385974552,63.22946548461914,1314300,0.0,0.0
2024-03-07 00:00:00-05:00,63.851308178631896,64.44352778030088,63.52558476204568,64.33495330810547,1957100,0.0,0.0
