Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 00:00:00-05:00,162.44262370594726,163.25603446359494,160.6471867116754,161.55978393554688,798500,0.0,0.0
2024-01-03 00:00:00-05:00,161.2721427953691,161.2721427953691,158.74265299551624,159.30807495117188,1033700,0.0,0.0
2024-01-04 00:00:00-05:00,159.84372018875706,160.50832860534834,159.06008194711686,159.18902587890625,697900,0.0,0.0
2024-01-05 00:00:00-05:00,158.69304926345117,159.6453332789879,157.99868338547697,159.4469451904297,554100,0.0,0.0
2024-01-08 00:00:00-05:00,159.55607617358405,160.75633406261133,158.6434636340369,160.57778930664062,638500,0.0,0.0
2024-01-09 00:00:00-05:00,160.10163142895783,161.8871545767986,158.82201533569622,161.6887664794922,822400,0.0,0.0
2024-01-10 00:00:00-05:00,161.8871468120935,162.52199777464912,160.80591886799797,162.36328125,638300,0.0,0.0
2024-01-11 00:00:00-05:00,163.6726668004553,164.15873047204943,161.53996840868376,162.61126708984375,631900,0.0,0.0
2024-01-12 00:00:00-05:00,163.59330356372396,163.67266182214436,161.47051934310866,162.12521362304688,801000,0.0,0.0
2024-01-16 00:00:00-05:00,161.89707758044491,162.44264104300063,160.1413119580667,162.29385375976562,1040700,0.0,0.0
2024-01-17 00:00:00-05:00,161.34158089770335,162.1450776908672,158.70299036425155,158.7823486328125,1011500,0.0,0.0
2024-01-18 00:00:00-05:00,159.0104777710022,161.15310539271366,158.71288807864664,161.00430297851562,1013800,0.0,0.0
2024-01-19 00:00:00-05:00,161.2820552067781,161.60940236670973,160.17106979322187,160.7265625,1304400,0.0,0.0
2024-01-22 00:00:00-05:00,161.4705404106519,162.63112671140019,160.9844766904238,161.8474884033203,1300400,0.0,0.0
2024-01-23 00:00:00-05:00,162.3236122345636,163.9305754477452,161.12333931012222,163.7917022705078,970300,0.0,0.0
2024-01-24 00:00:00-05:00,165.0217213156044,165.3093817572492,161.19277239361298,161.43084716796875,802600,0.0,0.0
2024-01-25 00:00:00-05:00,162.74022873978325,163.19653496281512,161.83754553650678,162.79974365234375,584700,0.0,0.0
2024-01-26 00:00:00-05:00,163.3353879330616,163.64289170061352,162.00617126349698,162.20455932617188,426900,0.0,0.0
2024-01-29 00:00:00-05:00,161.46061143599798,164.03968682150236,161.40109652390768,164.00001525878906,982200,0.0,0.0
2024-01-30 00:00:00-05:00,163.81153648739055,165.2994697902805,163.1865996566439,164.53565979003906,855600,0.0,0.0
2024-01-31 00:00:00-05:00,164.4265455176869,164.4265455176869,160.6273539679987,160.74639892578125,1043900,0.0,0.0
2024-02-01 00:00:00-05:00,162.1946441213839,164.56541724521364,161.05390131025106,164.53565979003906,1206800,0.0,0.0
2024-02-02 00:00:00-05:00,164.01987959255692,167.18420553317475,163.33542774386953,166.0930633544922,1301000,0.0,0.0
2024-02-05 00:00:00-05:00,164.75391355486425,166.23193295175568,163.4544540492685,165.6466827392578,1396300,0.0,0.0
2024-02-06 00:00:00-05:00,166.6088694105985,166.6088694105985,162.4724012345438,164.74398803710938,1559300,0.0,0.0
2024-02-07 00:00:00-05:00,165.32923325643233,167.28338694282607,164.78365466499537,165.3887481689453,1098400,0.0,0.0
2024-02-08 00:00:00-05:00,166.25176454495067,166.4799100947638,164.2182525385921,164.96221923828125,976400,0.0,0.0
2024-02-09 00:00:00-05:00,165.071317382693,167.25361644219916,165.071317382693,167.14450073242188,814700,0.0,0.0
2024-02-12 00:00:00-05:00,167.44210298885733,167.93808077310393,166.2815167900452,167.06515502929688,882200,0.0,0.0
2024-02-13 00:00:00-05:00,165.1010972390176,166.77750467304787,163.2957307297414,166.68821716308594,1969300,0.0,0.0
2024-02-14 00:00:00-05:00,167.43218459142918,172.39196275516184,167.14452411779104,172.01502990722656,2079300,0.0,0.0
2024-02-15 00:00:00-05:00,172.80859706624852,173.53272043849302,169.97160335729802,172.34237670898438,1526000,0.0,0.0
2024-02-16 00:00:00-05:00,172.25307512148194,173.59222116776374,171.92574310985265,172.49114990234375,1016400,0.0,0.0
2024-02-20 00:00:00-05:00,171.59838122544318,173.95922493806975,171.12223170461095,173.4037322998047,1311700,0.0,0.0
2024-02-21 00:00:00-05:00,173.34421328766405,174.2468963714823,171.84636602096205,173.39381408691406,847000,0.0,0.0
2024-02-22 00:00:00-05:00,174.980960625496,177.23270406065896,174.86193079781836,176.7764129638672,835300,0.0,0.0
2024-02-23 00:00:00-05:00,177.35172964565692,177.78819251808864,175.60589329197092,176.7664794921875,964700,0.0,0.0
2024-02-26 00:00:00-05:00,176.8458342434323,178.67102882278584,176.33994236190597,177.450927734375,1163500,0.0,0.0
2024-02-27 00:00:00-05:00,177.83778267430122,178.09568565800282,175.26862153529402,176.33993530273438,781100,0.0,0.0
2024-02-28 00:00:00-05:00,176.56809362639908,178.22465763229934,175.88364185293466,177.2823028564453,544800,0.0,0.0
2024-02-29 00:00:00-05:00,177.371585916785,179.28606817650618,176.80617907161061,178.73056030273438,1819600,0.0,0.0
2024-03-01 00:00:00-05:00,178.66110994596934,179.9506551537486,178.0956880322658,179.2265167236328,1534700,0.0,0.0
2024-03-04 00:00:00-05:00,179.66298617223384,180.70454253737572,179.22652330409514,179.64315795898438,850200,0.0,0.0
2024-03-05 00:00:00-05:00,179.21659559354998,179.39515545152568,176.97478164723822,178.00640869140625,630000,0.0,0.0
2024-03-06 00:00:00-05:00,178.72062941750931,179.82170068215922,178.14529338285942,178.9091033935547,819800,0.0,0.0
2024-03-07 00:00:00-05:00,180.1907270363506,181.02527687590305,179.54495940151642,180.3993682861328,620400,0.28,0.0
2024-03-08 00:00:00-05:00,180.60798434926963,181.53194531904202,179.91253882123294,180.26026916503906,648100,0.0,0.0
2024-03-11 00:00:00-04:00,179.62441355087816,180.13109199478475,177.75663274972788,179.68402099609375,582600,0.0,0.0
2024-03-12 00:00:00-04:00,179.733704111536,181.16434347632756,179.15747352518525,180.64772033691406,696900,0.0,0.0
2024-03-13 00:00:00-04:00,180.6378085702271,181.0352016952508,179.48534728425196,180.3496856689453,1182700,0.0,0.0
2024-03-14 00:00:00-04:00,180.88615780797304,181.19413971080243,179.63434083573242,180.43907165527344,664300,0.0,0.0
2024-03-15 00:00:00-04:00,179.16741673284042,181.78032119339835,179.16741673284042,180.33975219726562,1255200,0.0,0.0
2024-03-18 00:00:00-04:00,181.14449266475575,182.515524759647,180.81663650469147,180.8961181640625,699800,0.0,0.0
2024-03-19 00:00:00-04:00,180.61794113858073,181.6313133528375,180.25033656659525,180.74708557128906,963700,0.0,0.0
2024-03-20 00:00:00-04:00,181.08487556926588,183.01226401756472,180.22052204435903,183.0023193359375,1022000,0.0,0.0
